ticker,url
GM,https://stockanalysis.com/stocks/gm/financials/
AAPL,https://stockanalysis.com/stocks/aapl/financials/
TSLA,https://stockanalysis.com/stocks/tsla/financials/
MSFT,https://stockanalysis.com/stocks/msft/financials/
